Time;appname;urlmethod;
1472561874000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561873000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561853000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561853000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561853000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561835000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561834000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices;
1472561827000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561815000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfApps;
1472561815000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /sessionp;
1472561807000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561793000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561793000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561785000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /sessionp;
1472561785000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561785000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561783000;insightsproduction.mybluemix.net:361f0003-90a2-4669-946b-a08f18d87ac8;GET /socket.io/;
1472561777000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561771000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561759000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561759000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561758000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561757000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561755000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfApps;
1472561749000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561749000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561733000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561725000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561725000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /sessionp;
1472561717000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561689000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfApps;
1472561689000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561689000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561689000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561688000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561663000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561662000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561662000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561661000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561650000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561643000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561643000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561611000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561611000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561611000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561607000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561583000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561583000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561579000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561547000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561547000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561520000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561520000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561517000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561517000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561516000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561498000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472561498000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472561486000;ace-events-production-20160816-120854.ng.bluemix.net:093f11c8-939e-4de8-92c9-6c2bc30d7384;GET /socket.io/;
1472561486000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561478000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472561467000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561466000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561454000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfApps;
1472561443000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561396000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561392000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /apps/api/model;
1472561392000;ace-appdetails-test-20160819-141650.ng.bluemix.net:11c1fed1-72ec-4aad-8d49-bca5a9997a1a;GET /apps/api/model;
1472561392000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices;
1472561392000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfApps;
1472561392000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561376000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561376000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561376000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561375000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561372000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561348000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472561332000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561307000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561305000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561305000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561304000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561304000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561304000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561297000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /sessionp;
1472561266000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfApps;
1472561258000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /sessionp;
1472561258000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/cf-apps-info;
1472561258000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/cf-apps-info;
1472561257000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561254000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561214000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472561208000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices;
1472561206000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/model;
1472561206000;ace-abstraction-test-20160819-141650.ng.bluemix.net:abfe8deb-1d26-46fd-bbd9-ead49070285b;GET /model/v1/dashboard;
1472561206000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfApps;
1472561206000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/model;
1472561206000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/cfServices/tags;
1472561202000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /events/;
1472561202000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /events/;
1472561178000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561174000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472561105000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472561089000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561067000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472561061000;lucy-poc.mybluemix.net:96349fe4-8fb7-4707-9ede-f0ac6b5c8d3f;GET /socket.io/;
1472561054000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472561018000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560980000;lucy-poc.mybluemix.net:96349fe4-8fb7-4707-9ede-f0ac6b5c8d3f;GET /socket.io/;
1472560973000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472560973000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560965000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472560956000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/cf-apps-info;
1472560951000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/services-info;
1472560951000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/services-info;
1472560949000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472560858000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472560858000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472560845000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472560828000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472560739000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560663000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560663000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472560636000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560609000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560598000;ace-events-production-20160816-120854.ng.bluemix.net:093f11c8-939e-4de8-92c9-6c2bc30d7384;GET /socket.io/;
1472560583000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472560565000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472560561000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560527000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472560503000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472560466000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472560358000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472560321000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560304000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472560284000;ace-appdetails-test-20160819-141650.ng.bluemix.net:11c1fed1-72ec-4aad-8d49-bca5a9997a1a;GET /socket.io/;
1472560251000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472560188000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472560125000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472560065000;mcaas-prod-api.mybluemix.net:279c9ce9-c107-44bd-83b6-547fd0f37074;POST /api/v1.0/visualization;
1472560061000;ibmwatson-rr-wsapi-prod.ng.bluemix.net:8f2fcba9-036d-4766-98bd-1f85c0b82df1;GET /primus/;
1472559997000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559977000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472559969000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472559969000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559918000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472559906000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472559896000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/services-info;
1472559896000;new-console.ng.bluemix.net:ecc7071e-1a77-4719-9290-fc327d7f2960;GET /dashboard/api/services-info;
1472559889000;ace-dashboard-test-20160819-141650.ng.bluemix.net:aad37ac1-8c05-44cc-8282-385aa73541d5;GET /dashboard/api/cf-apps-info;
1472559877000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472559863000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559833000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559765000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472559724000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472559720000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472559684000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559641000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472559560000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472559509000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559492000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472559483000;zavezu-backend.mybluemix.net:8f40723d-a907-4445-9335-f913038b5317;GET /api/place/add;
1472559416000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472559413000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559401000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472559352000;zavezu-backend.mybluemix.net:8f40723d-a907-4445-9335-f913038b5317;GET /api/place/add;
1472559224000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559188000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559149000;ibmwatson-rr-wsapi-prod.ng.bluemix.net:8f2fcba9-036d-4766-98bd-1f85c0b82df1;GET /primus/;
1472559126000;iotplatformiicljuljana.mybluemix.net:6ece7085-8884-4f71-92ae-17e16791d524;GET /last_img_no;
1472559107000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472559103000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472559062000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472559023000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472559021000;mcaas-prod-api.mybluemix.net:279c9ce9-c107-44bd-83b6-547fd0f37074;POST /api/v1.0/visualization;
1472558995000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558950000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472558933000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472558873000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472558842000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558834000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472558834000;iotplatformiicljuljana.mybluemix.net:6ece7085-8884-4f71-92ae-17e16791d524;GET /last_img_no;
1472558832000;natural-language-classifier-toolkit.ng.bluemix.net:8fe377e3-9b62-4d22-a171-6596f55be878;GET /socket.io/;
1472558805000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558753000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472558680000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558675000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /notifications;
1472558668000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /casefiles/shared;
1472558663000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;POST /taxii;
1472558660000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558612000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558604000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472558596000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558551000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472558550000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472558530000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472558472000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558468000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472558463000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472558424000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472558420000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472558410000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472558406000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558398000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472558398000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472558361000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472558339000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558337000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472558283000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /notifications;
1472558276000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472558274000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558267000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558264000;iotplatformiicljuljana.mybluemix.net:6ece7085-8884-4f71-92ae-17e16791d524;GET /last_img_no;
1472558244000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558236000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558176000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558152000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558149000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;POST /taxii;
1472558148000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /businessmetrics/trendingitems/;
1472558148000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /news/;
1472558141000;iotplatformiicljuljana.mybluemix.net:6ece7085-8884-4f71-92ae-17e16791d524;GET /last_img_no;
